duration in sec;user;system;idle;context switch
1170;10;7;84;70025
1180;10;7;83;70580
1190;10;6;84;69793
1200;10;7;83;70457
1210;10;7;83;70361
1220;10;7;83;70054
1230;10;6;84;68258
1240;10;7;83;70504
1250;10;7;83;70440
1260;10;7;83;69652
1270;10;7;83;70719
1280;10;6;83;70052
1290;10;6;84;69097
1300;10;6;84;66724
1310;10;6;84;69049
1320;9;6;84;65998
1330;10;6;84;69006
1340;9;6;85;65388
1350;10;6;84;68418
1360;10;6;84;67065
1370;10;6;84;69550
1380;10;6;84;68832
1390;10;6;84;68647
1400;10;6;84;69128
1410;10;6;84;67187
1420;10;6;84;68935
1430;10;6;84;67630
1440;10;7;84;68708
1450;10;6;83;68955
1460;10;7;84;69274
1470;10;6;84;67263
1480;10;6;84;67924
1490;10;7;83;69816
1500;10;6;84;66748
1510;10;6;84;68123
1520;10;6;84;69231
1530;10;7;83;69572
1540;10;6;84;66227
1550;10;6;84;67783
1560;10;6;84;67667
1570;10;6;84;68150
1580;10;7;84;68766
1590;10;6;84;69043
1600;10;7;83;69430
1610;10;7;84;68704
1620;10;6;84;69137
1630;10;6;84;67200
1640;10;6;84;67786
1650;10;6;84;68444
1660;9;6;84;66586
1670;10;7;84;69227
1680;10;6;84;68155
1690;10;6;84;68239
1700;9;6;84;66862
1710;10;6;84;67646
1720;10;6;84;69059
1730;10;6;84;68677
1740;10;6;84;67702
1750;10;6;84;69211
1760;10;6;84;69087
1770;9;6;84;66740
1780;10;6;84;68816
1790;10;6;84;68058
1800;10;6;84;68981
1810;10;6;84;67751
1820;10;6;84;67481
1830;9;6;85;66644
1840;9;6;84;67427
1850;10;6;84;68442
1860;9;6;84;67762
1870;10;6;84;67733
1880;9;6;84;68028
1890;10;6;84;68351
1900;9;6;85;64847
1910;10;6;84;68362
1920;9;6;84;67919
1930;10;6;84;67697
1940;10;6;84;69022
1950;10;6;84;68021
1960;10;6;84;68507
1970;10;6;84;67609
1980;10;6;84;68327
1990;9;6;84;68524
2000;10;6;84;68200
2010;10;6;84;68245
2020;10;6;84;68780
2030;9;6;84;67789
2040;9;6;84;67475
2050;10;6;84;67437
2060;10;6;84;69589
2070;9;6;84;67602
2080;10;6;84;69294
2090;10;6;84;68531
2100;9;6;85;65500
2110;10;6;84;68111
2120;10;6;84;68041
2130;10;6;84;68188
2140;10;6;84;67645
2150;10;6;84;67982
2160;9;6;85;65158
2170;8;5;86;59148
2180;9;6;85;65033
2190;9;6;85;66045
2200;9;6;84;68556
2210;10;6;84;67828
2220;10;6;84;68169
2230;10;6;84;68834
2240;9;6;85;66404
2250;10;6;84;69532
2260;10;6;84;68773
2270;10;6;84;68380
2280;9;6;84;67552
2290;10;6;84;69372
2300;9;6;84;68351
2310;9;6;84;66491
2320;9;6;85;66537
2330;10;6;84;69015
2340;10;6;84;69218
2350;10;6;84;67898
2360;9;6;84;67723
2370;9;6;84;67351
2380;10;6;84;65769
2390;10;6;84;69258
2400;10;6;84;68919
2410;10;6;84;67186
2420;10;6;84;68400
2430;10;6;84;69312
2440;9;6;84;66690
2450;9;6;84;67766
2460;10;6;84;68263
2470;10;6;84;68114
2480;10;6;84;68625
2490;10;6;84;68214
2500;9;6;84;67569
2510;9;6;85;65838
2520;10;6;84;68286
2530;10;6;84;68447
2540;10;6;84;68031
2550;10;6;84;68744
2560;10;6;84;68030
2570;10;6;84;68857
2580;10;6;84;68178
2590;10;7;84;70022
2600;10;7;84;70444
2610;10;6;84;69805
2620;10;7;84;69771
2630;10;6;84;70223
2640;10;7;83;70617
2650;10;6;84;67703
2660;10;6;84;69635
2670;10;7;83;69937
2680;10;7;83;71032
2690;10;7;83;69408
2700;10;7;83;69596
2710;10;7;83;69607
2720;10;6;84;68504
2730;10;7;83;70314
2740;10;7;83;69713
2750;10;7;83;70205
2760;10;7;83;70546
2770;10;6;84;68669
2780;10;6;84;68796
2790;10;7;83;70637
2800;10;7;83;69601
2810;10;7;83;69671
2820;10;7;84;69134
2830;10;6;83;69748
2840;10;7;83;70924
2850;10;6;84;69038
2860;10;7;83;69729
2870;10;7;83;70633
2880;10;7;83;70207
2890;10;7;83;70028
2900;10;7;83;69538
2910;10;7;83;69625
2920;10;6;84;68008
2930;10;7;83;69375
2940;10;7;83;68830
2950;10;7;83;70266
2960;10;7;83;69952
2970;10;6;83;69982
2980;10;7;83;70495
2990;10;6;84;67686
3000;10;7;83;70691
3010;10;7;83;69462
3020;10;7;83;69917
3030;10;7;83;70622
3040;10;7;83;69326
3050;10;6;84;67834
3060;10;7;83;70751
3070;10;7;83;70399
3080;10;7;83;69324
3090;10;7;83;70707
3100;10;7;84;69982
3110;10;7;83;70808
3120;10;6;84;68025
3130;10;7;83;69910
3140;10;7;84;68707
3150;10;7;83;69541
3160;10;7;83;70745
3170;10;7;83;69319
3180;10;7;83;69448
3190;10;6;84;68345
3200;10;7;83;70245
3210;10;7;83;70228
3220;10;6;84;68138
3230;10;7;83;69858
3240;10;7;83;69431
3250;10;7;83;69702
3260;10;6;84;68828
3270;10;7;83;69953
3280;10;7;83;69754
3290;10;7;83;71023
3300;10;7;83;70214
3310;10;7;83;69826
3320;10;7;83;70486
3330;10;6;84;68514
3340;10;7;83;70093
3350;10;6;83;69963
3360;10;7;83;70000
3370;10;7;84;69152
3380;10;7;83;70175
3390;10;7;83;70269
3400;10;6;84;68855
3410;10;6;83;69955
3420;10;7;83;69793
3430;10;7;83;69602
3440;10;6;84;69106
3450;10;7;83;69733
3460;10;6;84;69005
3470;10;7;83;69873
3480;10;7;83;69740
3490;10;7;83;70125
3500;10;7;83;70053
3510;10;7;83;71136
3520;10;7;83;70558
3530;10;6;84;68004
3540;10;7;83;69634
3550;10;6;84;68271
3560;10;6;84;66848
3570;10;6;84;67106
3580;10;7;84;68664
3590;10;6;84;68143
3600;9;6;85;65923
3610;10;6;84;66715
3620;10;6;84;68133
3630;10;6;84;67151
3640;10;6;84;68423
3650;10;6;84;66901
3660;9;6;84;66046
3670;2;1;97;13626
