duration in sec;user;system;idle;context switch
2450;13;7;80;86660
2460;13;7;80;86018
2470;13;7;80;86430
2480;13;7;80;85380
2490;13;7;80;86123
2500;13;7;80;86495
2510;13;7;80;85107
2520;13;7;80;86835
2530;13;7;80;86621
2540;13;7;80;86009
2550;12;7;81;81771
2560;11;6;83;76610
2570;12;7;81;81058
2580;13;7;80;86356
2590;13;7;80;86704
2600;13;7;80;86003
2610;13;7;80;86632
2620;13;7;80;87732
2630;13;7;80;85446
2640;13;7;80;86909
2650;13;7;80;87016
2660;13;7;80;86962
2670;13;7;80;85610
2680;13;7;80;86724
2690;13;7;80;87364
2700;13;7;80;83121
2710;13;7;80;86519
2720;13;7;80;86556
2730;13;7;80;86836
2740;13;7;79;87342
2750;13;7;80;85390
2760;13;7;80;86247
2770;13;7;81;84322
2780;13;7;80;86852
2790;13;7;79;86936
2800;13;7;80;86455
2810;13;7;80;87321
2820;13;7;80;86796
2830;13;7;80;87564
2840;13;7;80;84621
2850;13;7;80;86343
2860;13;7;80;87180
2870;13;7;80;85974
2880;13;7;80;86043
2890;13;7;80;87661
2900;13;7;80;86416
2910;13;7;80;84535
2920;13;7;80;87107
2930;13;7;80;86607
2940;13;7;80;86972
2950;13;7;80;87083
2960;13;7;80;85524
2970;13;7;80;86539
2980;13;7;80;84782
2990;13;7;80;86280
3000;13;7;80;86605
3010;13;7;80;87308
3020;13;7;80;86521
3030;13;7;80;87157
3040;13;7;80;87082
3050;13;7;80;84600
3060;13;7;80;84587
3070;13;7;81;82653
3080;13;7;81;84120
3090;13;7;80;83465
3100;13;7;80;83489
3110;13;7;80;83523
3120;13;7;81;82380
3130;13;7;80;85219
3140;13;7;81;83509
3150;13;7;80;84963
3160;13;7;80;83950
3170;13;7;80;83273
3180;13;7;81;82860
3190;12;7;81;81965
3200;13;7;80;85651
3210;12;7;81;82531
3220;13;7;81;82849
3230;13;7;80;83977
3240;13;7;81;83922
3250;13;7;81;84505
3260;12;6;81;80550
3270;13;7;80;83884
3280;13;7;80;84402
3290;13;7;80;85538
3300;13;7;80;84331
3310;13;7;81;83828
3320;13;7;80;84492
3330;12;7;81;81781
3340;13;7;80;82443
3350;13;7;80;84567
3360;13;7;81;82764
3370;13;7;80;85148
3380;12;7;81;81095
3390;13;7;81;79880
3400;12;6;81;79558
3410;13;7;81;79713
3420;12;6;82;76983
3430;12;6;82;77219
3440;12;6;81;77098
3450;12;7;81;79185
3460;12;6;82;78785
3470;13;7;81;80796
3480;12;6;81;79837
3490;13;7;81;81606
3500;12;6;81;79902
3510;12;7;81;80614
3520;12;7;81;80235
3530;12;6;81;80767
3540;13;7;81;81804
3550;12;7;81;82575
3560;12;7;81;82321
3570;13;7;81;83663
3580;13;7;81;81227
3590;11;6;82;76188
3600;13;7;81;81940
3610;12;7;81;80618
3620;13;7;81;81935
3630;12;7;81;81695
3640;5;3;93;30949
