duration in sec;user;system;idle;context switch
3330;9;6;85;64936
3340;9;5;86;61928
3350;9;6;86;63881
3360;9;6;86;64074
3370;9;6;85;63674
3380;9;6;85;63495
3390;9;6;86;62803
3400;9;6;85;63024
3410;9;6;86;62979
3420;9;6;85;64626
3430;9;6;85;63530
3440;9;6;85;64058
3450;9;6;85;64219
3460;9;6;85;64892
3470;9;6;85;64000
3480;9;6;86;62641
3490;9;6;85;63590
3500;9;6;85;65949
3510;9;6;85;64280
3520;9;6;85;64684
3530;9;6;85;64593
3540;9;6;85;63102
3550;9;6;86;62333
3560;9;6;85;64296
3570;9;6;85;64711
3580;9;6;85;64226
3590;9;6;85;63482
3600;9;6;85;63804
3610;9;6;85;63893
3620;9;6;86;62858
3630;9;6;85;64055
3640;6;4;91;41266
