duration in sec;user;system;idle;context switch
1190;8;6;86;64606
1200;8;6;86;65260
1210;8;6;86;64487
1220;8;6;86;63507
1230;8;6;86;65443
1240;8;6;86;65154
1250;8;6;86;64353
1260;8;6;86;64710
1270;8;6;86;64589
1280;8;6;86;64156
1290;8;5;87;62156
1300;8;6;86;64347
1310;8;6;87;61640
1320;8;6;86;62803
1330;8;5;87;61317
1340;8;6;86;63203
1350;8;6;86;63714
1360;8;6;87;61992
1370;8;6;86;64491
1380;8;6;86;63565
1390;8;6;86;62980
1400;8;6;86;63013
1410;8;6;86;63132
1420;8;6;86;62464
1430;8;6;86;63602
1440;8;6;86;63432
1450;8;6;86;63698
1460;8;6;86;62463
1470;8;6;86;62739
1480;8;6;86;63998
1490;8;5;87;61959
1500;8;6;86;63903
1510;8;6;86;62682
1520;8;6;86;64821
1530;8;6;86;61950
1540;8;5;87;61745
1550;8;6;86;63470
1560;8;6;86;62835
1570;8;6;86;63134
1580;8;6;86;64338
1590;8;6;86;63750
1600;8;6;86;64256
1610;8;6;86;64004
1620;8;6;86;64777
1630;8;5;87;61264
1640;8;6;86;62489
1650;8;6;86;63400
1660;8;6;86;62265
1670;8;6;86;62996
1680;8;6;86;62598
1690;8;6;86;61877
1700;8;6;86;63979
1710;8;6;86;62153
1720;8;6;86;63840
1730;8;6;86;62314
1740;8;6;86;63557
1750;8;6;86;63650
1760;8;6;86;62015
1770;8;6;86;63679
1780;8;6;86;62674
1790;8;6;86;63386
1800;8;6;86;63259
1810;8;6;86;62142
1820;8;6;86;62728
1830;8;6;87;60699
1840;8;6;86;63063
1850;8;6;86;62666
1860;8;6;86;62902
1870;8;6;86;62582
1880;8;6;86;63638
1890;8;6;86;62353
1900;8;5;87;60004
1910;8;6;86;63552
1920;8;6;86;62611
1930;8;6;86;62480
1940;8;6;86;64062
1950;8;6;86;62812
1960;8;6;86;62555
1970;8;6;86;62999
1980;8;6;86;63023
1990;8;6;86;63377
2000;8;6;86;63134
2010;8;6;86;63604
2020;8;6;86;62538
2030;8;6;86;61886
2040;8;6;86;62857
2050;8;6;86;63570
2060;8;6;86;63288
2070;8;6;86;63017
2080;8;6;86;63426
2090;8;6;86;62449
2100;8;6;86;61678
2110;8;6;86;63100
2120;8;6;86;62538
2130;8;6;86;62430
2140;8;6;86;61977
2150;8;6;86;62010
2160;8;5;87;57445
2170;7;5;88;55675
2180;8;6;86;61403
2190;8;6;86;62730
2200;8;6;86;63231
2210;8;6;86;62754
2220;8;6;86;64290
2230;8;6;86;62948
2240;9;6;85;61951
2250;8;6;86;64772
2260;8;6;86;61701
2270;8;6;86;63743
2280;8;6;86;63857
2290;8;6;86;62862
2300;8;5;87;61254
2310;8;6;86;62001
2320;8;6;86;62192
2330;8;6;86;63299
2340;8;6;86;63760
2350;8;6;86;63125
2360;8;6;86;61849
2370;8;6;87;61047
2380;8;6;86;63058
2390;8;6;86;64212
2400;8;6;86;62302
2410;8;6;86;62760
2420;8;6;86;64342
2430;8;6;86;62977
2440;8;6;87;61506
2450;8;6;86;62438
2460;8;6;86;64143
2470;8;6;86;62351
2480;8;6;86;63983
2490;8;6;86;62508
2500;8;6;87;61588
2510;8;6;86;61011
2520;8;6;86;63261
2530;8;6;86;63209
2540;8;6;86;62825
2550;8;6;86;63630
2560;8;6;86;62473
2570;8;6;86;62653
2580;8;6;86;64919
2590;8;6;86;64478
2600;8;6;86;64986
2610;8;6;86;64449
2620;8;6;86;64456
2630;9;6;86;65028
2640;8;6;86;63529
2650;8;6;86;64171
2660;8;6;86;64155
2670;9;6;86;65727
2680;8;6;86;64295
2690;8;6;86;64492
2700;8;6;86;64539
2710;8;6;86;62282
2720;8;6;86;65246
2730;8;6;86;64351
2740;8;6;86;64516
2750;8;6;86;65559
2760;8;6;86;64078
2770;8;6;86;64597
2780;8;6;86;63495
2790;8;6;86;65038
2800;8;6;86;63859
2810;8;6;86;64767
2820;9;6;86;64181
2830;8;6;86;64483
2840;8;6;86;66039
2850;8;6;86;62532
2860;8;6;86;64730
2870;8;6;86;64777
2880;8;6;86;65027
2890;8;6;86;64756
2900;8;6;86;63806
2910;8;6;86;63216
2920;8;6;86;64339
2930;8;6;86;63652
2940;8;6;86;64381
2950;8;6;86;64518
2960;8;6;86;64990
2970;8;6;86;65071
2980;8;6;86;62234
2990;8;6;86;64943
3000;9;6;86;64863
3010;8;6;86;64374
3020;8;6;86;64482
3030;8;6;86;63927
3040;8;6;86;64257
3050;8;6;86;63361
3060;8;6;86;65017
3070;8;6;86;64169
3080;8;6;86;64503
3090;8;6;86;64455
3100;8;6;86;65280
3110;8;6;86;64589
3120;8;6;86;63097
3130;8;6;86;63617
3140;8;6;86;64146
3150;8;6;86;64743
3160;8;6;86;64309
3170;8;6;86;64182
3180;8;6;86;64866
3190;8;6;86;63562
3200;8;6;86;65722
3210;8;6;86;62883
3220;8;6;86;64159
3230;8;6;86;64393
3240;8;6;86;64225
3250;8;6;86;62622
3260;8;6;86;65213
3270;8;6;86;64944
3280;8;6;86;64512
3290;8;6;86;64917
3300;8;6;86;64636
3310;8;6;86;64986
3320;8;6;86;63258
3330;8;6;86;63695
3340;8;6;86;64574
3350;8;6;86;64176
3360;9;6;86;65263
3370;8;6;86;63459
3380;8;6;86;65233
3390;8;6;86;63909
3400;8;6;86;64308
3410;8;6;86;64171
3420;8;6;86;65284
3430;8;6;86;63672
3440;8;6;86;63667
3450;8;6;86;65469
3460;8;6;86;63396
3470;8;6;86;64532
3480;8;6;86;64657
3490;8;6;86;64677
3500;8;6;86;65358
3510;9;6;86;65908
3520;8;6;86;64242
3530;8;6;86;62871
3540;8;6;86;64994
3550;8;6;86;61653
3560;8;6;86;61992
3570;8;6;86;63253
3580;8;6;86;63306
3590;8;6;87;61052
3600;8;6;86;61381
3610;8;6;86;63000
3620;8;6;86;62862
3630;8;6;86;62621
3640;8;6;86;62976
3650;8;6;86;61703
3660;5;3;92;36117
3720;0;0;99;2403
3900;1;0;99;2126
4040;1;1;98;2850
4080;0;0;99;3966
4260;0;0;99;1115
4440;1;0;99;1977
4620;0;0;99;2400
