duration in sec;user;system;idle;context switch
3030;26;6;68;61106
3040;26;6;68;60784
3050;25;6;69;61406
3060;26;6;68;61104
3070;26;6;68;60169
3080;26;6;68;60948
3090;26;6;68;60544
3100;26;6;68;60744
3110;26;6;67;60041
3120;25;6;69;61704
3130;26;6;68;60972
3140;25;6;69;59914
3150;26;6;68;61717
3160;26;6;67;60474
3170;26;6;68;60750
3180;26;6;68;61702
3190;25;6;69;61132
3200;26;6;67;60330
3210;25;6;69;59500
3220;26;6;68;61037
3230;27;6;67;60880
3240;26;6;68;61687
3250;26;6;68;61422
3260;25;6;68;61800
3270;26;6;68;60827
3280;25;6;69;59490
3290;26;6;68;60605
3300;25;6;69;60373
3310;26;6;67;60654
3320;26;6;68;61522
3330;26;6;68;60585
3340;26;6;68;61066
3350;25;6;68;59272
3360;26;6;68;61926
3370;26;6;68;61032
3380;26;6;68;61229
3390;26;6;68;61227
3400;26;6;68;60768
3410;25;6;69;60710
3420;26;6;68;59364
3430;27;6;67;60472
3440;26;6;68;60970
3450;26;6;68;60824
3460;26;6;68;61994
3470;26;6;68;61830
3480;26;6;68;60729
3490;26;6;68;60495
3500;26;6;68;61199
3510;26;6;67;60259
3520;25;6;69;60910
3530;26;6;68;59558
3540;25;6;69;59303
3550;26;6;68;59552
3560;25;6;69;58789
3570;24;6;70;60110
3580;26;6;68;59251
3590;25;6;69;60266
3600;25;6;69;59932
3610;26;6;68;59234
3620;26;6;68;60013
3630;25;6;69;58023
3640;25;6;69;59158
3650;25;6;69;59469
3660;11;3;86;27881
3760;1;1;98;4122
3790;0;0;99;2335
