duration in sec;user;system;idle;context switch
1720;11;6;83;81591
1730;11;6;83;81033
1740;11;6;82;82477
1750;11;6;83;81696
1760;11;6;83;81977
1770;11;6;83;81252
1780;11;6;83;79476
1790;11;6;83;81818
1800;11;6;83;80652
1810;11;6;83;81401
1820;11;6;82;82573
1830;11;6;83;81077
1840;11;6;83;80966
1850;11;6;83;78775
1860;11;6;83;81734
1870;11;6;83;81478
1880;11;6;83;80633
1890;11;6;83;80456
1900;11;6;83;81044
1910;11;6;83;79944
1920;11;6;83;80827
1930;11;6;82;81492
1940;11;6;83;81187
1950;11;6;82;82117
1960;11;6;83;81693
1970;11;6;83;81630
1980;11;6;83;81142
1990;11;6;83;80228
2000;11;6;83;81421
2010;11;6;83;81750
2020;11;6;83;81350
2030;11;6;82;81930
2040;11;6;83;80607
2050;11;6;83;81949
2060;11;6;83;80088
2070;11;6;83;81439
2080;11;6;83;80848
2090;11;6;83;81301
2100;11;6;83;81513
2110;11;6;83;81391
2120;11;6;83;81431
2130;11;6;83;79873
2140;11;6;82;82600
2150;11;6;83;80888
2160;11;6;83;81675
2170;11;6;83;81040
2180;11;6;83;81106
2190;11;6;83;81641
2200;11;6;83;79213
2210;11;6;83;81973
2220;11;6;82;82623
2230;11;6;83;81431
2240;11;6;82;82112
2250;11;6;83;81238
2260;11;6;82;81992
2270;11;6;83;79808
2280;11;6;83;81728
2290;11;6;83;81611
2300;11;6;82;82541
2310;11;6;82;81471
2320;11;6;83;81385
2330;11;6;83;81540
2340;11;6;83;79847
2350;11;6;83;81395
2360;11;6;83;80609
2370;11;6;83;81435
2380;11;6;83;81213
2390;11;6;83;81500
2400;11;6;83;81855
2410;11;6;83;79859
2420;11;6;83;81966
2430;11;6;83;81428
2440;11;6;82;81116
2450;11;6;83;82101
2460;11;6;83;80206
2470;11;6;83;82193
2480;11;6;83;79025
2490;11;6;83;81966
2500;11;6;83;80382
2510;11;6;83;81262
2520;11;6;83;82420
2530;11;6;83;80620
2540;11;6;83;81435
2550;10;5;85;72595
2560;10;5;85;72148
2570;11;6;83;79640
2580;11;6;83;81215
2590;11;6;83;80744
2600;11;6;83;81388
2610;11;6;83;81780
2620;11;6;83;81352
2630;11;6;83;80244
2640;12;7;81;81441
2650;11;6;83;82201
2660;11;6;83;80400
2670;11;6;82;82202
2680;11;6;83;81014
2690;11;6;83;78284
2700;11;6;83;80955
2710;11;6;83;81167
2720;11;6;83;81423
2730;11;6;83;81820
2740;11;6;83;81564
2750;11;6;83;81199
2760;11;6;84;78094
2770;11;6;82;82244
2780;11;6;83;81745
2790;11;6;83;81236
2800;11;6;83;81240
2810;11;6;83;81796
2820;11;6;83;81546
2830;11;6;83;80425
2840;11;6;83;81160
2850;11;6;82;82028
2860;11;6;83;80620
2870;11;6;83;81266
2880;11;6;83;81601
2890;11;6;82;81735
2900;11;6;83;81345
2910;11;6;83;79845
2920;11;6;83;82407
2930;11;6;83;81134
2940;11;6;82;81818
2950;11;6;83;80226
2960;11;6;83;81179
2970;11;6;82;81033
2980;11;6;83;80671
2990;11;6;83;81421
3000;11;6;83;80705
3010;11;6;83;81010
3020;11;6;83;81788
3030;11;6;82;81857
3040;11;6;83;81787
3050;11;6;83;79306
3060;11;6;83;78415
3070;11;6;83;78353
3080;11;6;83;79133
3090;11;6;83;78930
3100;11;6;83;78486
3110;11;6;83;78165
3120;11;6;83;77651
3130;11;6;83;80237
3140;11;6;83;79860
3150;11;6;83;77772
3160;11;6;83;78486
3170;11;6;83;78116
3180;11;6;83;78397
3190;10;6;83;77575
3200;11;6;83;78308
3210;11;6;83;78240
3220;11;6;83;78316
3230;11;6;83;79034
3240;11;6;83;79337
3250;11;6;83;78741
3260;11;6;83;75744
3270;11;6;83;78922
3280;11;6;83;79365
3290;11;6;83;80274
3300;11;6;83;78975
3310;11;6;83;79037
3320;11;6;83;79904
3330;11;6;83;76393
3340;11;6;83;78338
3350;11;6;83;79175
3360;11;6;83;77440
3370;11;6;83;79590
3380;11;6;84;72021
3390;11;6;84;73863
3400;11;6;83;74653
3410;10;6;84;73823
3420;10;5;84;72633
3430;10;6;84;73258
3440;10;6;84;74970
3450;11;6;84;74665
3460;11;6;83;77842
3470;11;6;83;77186
3480;11;6;84;75958
3490;11;6;83;75961
3500;11;6;84;74938
3510;11;6;83;76739
3520;10;6;84;74917
3530;11;6;83;76293
3540;11;6;83;77354
3550;11;6;84;77660
3560;11;6;84;77081
3570;11;6;83;77594
3580;11;6;84;73401
3590;10;5;84;73362
3600;10;6;84;74871
3610;11;6;84;74459
3620;11;6;84;75182
3630;10;5;85;68682
3640;1;1;98;8201
3750;1;0;99;4148
3930;0;0;99;2285
